MEASUREMENT_TIME	ID_INPUT	VALUE	PRIVATE_DATA
2023-01-26 02:48:58.383	2	Microsoft Teams	0
2023-01-26 02:48:58.383	3	Teams.exe	0
2023-01-26 02:48:58.383	4	Chrome_WidgetWin_1	0
2023-01-26 02:48:58.383	5	\DISPLAY1	0
2023-01-26 02:49:09.884	2	Discord Updater	0
2023-01-26 02:49:09.884	3	Discord.exe	0
2023-01-26 02:49:09.884	4	Chrome_WidgetWin_1	0
2023-01-26 02:49:09.884	5	\DISPLAY1	0
2023-01-26 02:50:17.967	2	Type here to search	0
2023-01-26 02:50:17.967	3	explorer.exe	0
2023-01-26 02:50:17.967	4	Button	0
2023-01-26 02:50:17.967	5	\DISPLAY1	0
2023-01-26 02:50:19.886	2	Search	0
2023-01-26 02:50:19.886	3	SearchApp.exe	0
2023-01-26 02:50:19.886	4	Windows.UI.Core.CoreWindow	0
2023-01-26 02:50:19.886	5	\DISPLAY1	0
2023-01-26 02:50:29.886	2	Riot Client Main	0
2023-01-26 02:50:29.886	3	RiotClientUx.exe	0
2023-01-26 02:50:29.886	4	RCLIENT	0
2023-01-26 02:50:29.886	5	\DISPLAY1	0
2023-01-26 03:08:12.534	2	Running applications	0
2023-01-26 03:08:12.534	3	explorer.exe	0
2023-01-26 03:08:12.534	4	MSTaskListWClass	0
2023-01-26 03:08:12.534	5	\DISPLAY1	0
2023-01-26 03:08:13.704	2		0
2023-01-26 03:08:13.704	3	cmd.exe	0
2023-01-26 03:08:13.704	4	ConsoleWindowClass	0
2023-01-26 03:08:13.704	5	\DISPLAY1	0
2023-01-26 03:08:17.127	2	(67) How to Beat FARM CHALLENGE in Survivor.io (Mega Challenge Guide) - YouTube — Mozilla Firefox	0
2023-01-26 03:08:17.127	3	firefox.exe	0
2023-01-26 03:08:17.127	4	MozillaWindowClass	0
2023-01-26 03:08:17.127	5	\DISPLAY1	0
2023-01-26 03:08:20.299	2	Select 	0
2023-01-26 03:08:20.299	3	cmd.exe	0
2023-01-26 03:08:20.299	4	ConsoleWindowClass	0
2023-01-26 03:08:20.299	5	\DISPLAY1	0
2023-01-26 03:08:25.366	2	(69) Eric周興哲《你，好不好？ How Have You Been?》Official Music Video《遺憾拼圖》片尾曲 - YouTube — Mozilla Firefox	0
2023-01-26 03:08:25.366	3	firefox.exe	0
2023-01-26 03:08:25.366	4	MozillaWindowClass	0
2023-01-26 03:08:25.366	5	\DISPLAY1	0
2023-01-26 03:43:22.304	2	Running applications	0
2023-01-26 03:43:22.304	3	explorer.exe	0
2023-01-26 03:43:22.304	4	MSTaskListWClass	0
2023-01-26 03:43:22.304	5	\DISPLAY1	0
2023-01-26 03:43:26.099	2	homework.pdf — Mozilla Firefox	0
2023-01-26 03:43:26.099	3	firefox.exe	0
2023-01-26 03:43:26.099	4	MozillaWindowClass	0
2023-01-26 03:43:26.099	5	\DISPLAY1	0
2023-01-26 05:24:51.139	2	Running applications	0
2023-01-26 05:24:51.139	3	explorer.exe	0
2023-01-26 05:24:51.139	4	MSTaskListWClass	0
2023-01-26 05:24:51.139	5	\DISPLAY1	0
2023-01-26 05:24:52.593	2	Select 	0
2023-01-26 05:24:52.593	3	cmd.exe	0
2023-01-26 05:24:52.593	4	ConsoleWindowClass	0
2023-01-26 05:24:52.593	5	\DISPLAY1	0
